,使用ルール数,エントリールール数,リスク,期待リターン,シャープレシオ,取引回数
0,17,5,0.1941734119266694,0.2794570118647791,1.4392135828066797,12
0,17,6,0.19009248811674556,0.3001451267805874,1.5789425965967308,11
0,17,7,0.18903278350534783,0.30835106391270395,1.6312041657259972,11
0,17,8,0.18825159853102405,0.31297131181345267,1.6625160915267059,11
0,17,9,0.18080055611356735,0.4640117072034256,2.5664285396996407,10
0,17,10,0.18488006016843078,0.46155738319408424,2.496523328549292,7
0,17,11,0.18494028713411823,0.3992805398931041,2.1589700442259336,6
0,17,12,0.1763194143721163,0.36233954810019897,2.0550178741831195,6
0,17,13,0.17468405353258187,0.3655350437455695,2.0925495851136193,6
0,17,14,0.17850305143295073,0.37338892049895483,2.0917789219934266,5
0,17,15,0.18001209621496242,0.368875730613477,2.0491719077199235,3
0,17,16,0.1642080815241873,0.4071605327861424,2.4795401603067204,3
0,17,17,0.11133981408312253,0.4044120700238476,3.632232309297079,2
0,18,1,0.1954966763914453,0.12654032993110736,0.6472761187905526,21
0,18,2,0.18981503262542634,0.1242048261337019,0.6543466258481377,20
0,18,3,0.19133139967423538,0.14085235283664588,0.7361695627401664,18
0,18,4,0.18978522686008265,0.2011594262388531,1.0599319534346896,14
0,18,5,0.19590384394692753,0.24663213241143161,1.2589448345804124,12
0,18,6,0.1911688554834596,0.2959851852499415,1.5482918726557469,11
0,18,7,0.18933286816050857,0.30766163252040074,1.6249774036042064,11
0,18,8,0.1884821531807374,0.31867498819649537,1.6907435681240057,11
0,18,9,0.1835179649133598,0.40358220990450216,2.199142792886987,10
0,18,10,0.18434476456097146,0.4559224545024692,2.4732053312621973,9
0,18,11,0.18299799434620945,0.4643109657779647,2.5372462000842813,7
0,18,12,0.17772120744520692,0.3521724870356815,1.9816008010426078,6
0,18,13,0.1763194143721163,0.36233954810019897,2.0550178741831195,6
0,18,14,0.17829580250351507,0.34571462464775166,1.9389947480167737,5
0,18,15,0.16224104456965954,0.3927584670047586,2.4208329528852635,4
0,18,16,0.16489605843566632,0.37809416968441045,2.2929242413148567,3
0,18,17,0.1612669904697374,0.337730053463097,2.0942292807682414,3
0,18,18,0.11133981408312253,0.4044120700238476,3.632232309297079,2
0,19,1,0.19508357706571913,0.12207548007754593,0.625759902056858,21
0,19,2,0.19256742526930692,0.10211113572546475,0.5302617282370661,21
0,19,3,0.19134681047492402,0.13897450723010113,0.7262964398788018,18
0,19,4,0.18999692195315815,0.19222052877327592,1.0117033833877898,14
0,19,5,0.19590384394692753,0.24663213241143161,1.2589448345804124,12
0,19,6,0.19119282033108667,0.2957799532260907,1.5470243742097194,11
0,19,7,0.1900977745115888,0.2998982359339328,1.5775999309010864,11
0,19,8,0.1884821531807374,0.31867498819649537,1.6907435681240057,11
0,19,9,0.1832613315219681,0.39039041957916226,2.130238912579138,10
0,19,10,0.18580199646584716,0.45982770143574125,2.4748264829342865,9
0,19,11,0.18299799434620945,0.4643109657779647,2.5372462000842813,7
0,19,12,0.18469266919977645,0.3911670255425442,2.117934768268635,6
0,19,13,0.176561835540036,0.3680254462402877,2.0843997521584257,6
0,19,14,0.18040076030398605,0.3839194053580887,2.128147379817921,5
0,19,15,0.16216108445375968,0.3813404848423901,2.3516152850539767,4
0,19,16,0.16252861434931917,0.38211288980145136,2.351049944843463,4
0,19,17,0.1619155361155258,0.30866369036136504,1.906325345710712,3
0,19,18,0.11554629370199283,0.3856974646512372,3.3380340666399504,2
0,19,19,0.11133981408312253,0.4044120700238476,3.632232309297079,2
0,20,1,0.19263156216093894,0.09029129845297677,0.46872536068383547,23
0,20,2,0.19252009646567675,0.09681308127605609,0.5028725990344406,21
0,20,3,0.19124095098332253,0.1327122129817948,0.6939529023434327,18
0,20,4,0.19034544342322385,0.1864792029452382,0.9796882950888967,14
0,20,5,0.19590384394692753,0.24663213241143161,1.2589448345804124,12
0,20,6,0.19119282033108667,0.2957799532260907,1.5470243742097194,11
0,20,7,0.1900977745115888,0.2998982359339328,1.5775999309010864,11
0,20,8,0.1884821531807374,0.31867498819649537,1.6907435681240057,11
0,20,9,0.1832613315219681,0.39039041957916226,2.130238912579138,10
0,20,10,0.18599938968751462,0.45232315458554895,2.431852896643733,9
0,20,11,0.17949818969911382,0.46029613070466735,2.564349710023509,8
0,20,12,0.18465048302952367,0.39377314493125687,2.1325324389663076,6
0,20,13,0.176561835540036,0.3680254462402877,2.0843997521584257,6
0,20,14,0.18040076030398605,0.3839194053580887,2.128147379817921,5
0,20,15,0.1621517020020181,0.3805859976843588,2.347098383707512,4
0,20,16,0.16193469686931064,0.3720293768162093,2.297403731310625,4
0,20,17,0.14784678479038427,0.34626496763854814,2.342052741488286,4
0,20,18,0.11696209526677018,0.34209791999863937,2.9248614195767746,2
0,20,19,0.11321264135298421,0.3792683903094297,3.350053366628147,2
0,20,20,0.0775579276114096,0.3215569178762686,4.1460225637716,1
