,使用ルール数,エントリールール数,リスク,期待リターン,シャープレシオ,取引回数
0,1,1,0.16131069712240168,0.26716651707521655,1.6562231881776077,8
0,2,1,0.19221840433406148,0.1721282487119503,0.8954826636309187,14
0,2,2,0.13934710167429806,0.4105411968872432,2.946176791296447,6
0,3,1,0.19223372696136773,0.1751918374983473,0.9113480775075163,14
0,3,2,0.17996390296903697,0.32200640588654383,1.789283298339809,10
0,3,3,0.13484531532459412,0.45854382807611405,3.400517303640294,5
0,4,1,0.19673792956156164,0.13488745102976668,0.6856199581360278,15
0,4,2,0.19059883964729685,0.3331842429743594,1.7480916651482077,11
0,4,3,0.17524419777400194,0.4088905884709692,2.3332617779350495,8
0,4,4,0.10737145824741988,0.40830816482375953,3.80276259155278,3
0,5,1,0.1924514107127201,0.1378047110368412,0.7160493681314074,16
0,5,2,0.19061650188660795,0.1954439952757042,1.0253256845095604,12
0,5,3,0.17778702811640573,0.32386857360545995,1.8216659395049204,10
0,5,4,0.1581082102450322,0.39974054576925777,2.5282719040949853,7
0,5,5,0.10737145824741988,0.40830816482375953,3.80276259155278,3
0,6,1,0.19322924373462183,0.127626416821471,0.6604922441074769,16
0,6,2,0.19111107948086994,0.1770992252370318,0.9266821458918048,12
0,6,3,0.18186044802068616,0.36176939062746516,1.989269214745995,10
0,6,4,0.1731444135067642,0.43670870252309935,2.522222309563794,8
0,6,5,0.15186425643989013,0.33466088479444556,2.2036843470596965,5
0,6,6,0.0896232478213016,0.4021079177102324,4.486647465755639,2
0,7,1,0.19344437211208537,0.1338855436346165,0.6921139249119155,17
0,7,2,0.18836647385743324,0.13752134072718683,0.7300733400746835,13
0,7,3,0.18804519795409894,0.35171815238306076,1.8703915665472814,11
0,7,4,0.17075804433860534,0.3417698583889244,2.0014861362034018,9
0,7,5,0.17347098093457075,0.37605916980882387,2.1678505983122602,7
0,7,6,0.1507841563240599,0.37410670328857165,2.4810743542879594,4
0,7,7,0.0896232478213016,0.4021079177102324,4.486647465755639,2
0,8,1,0.1934557762074778,0.13457539095477317,0.6956390426432318,17
0,8,2,0.18836647385743324,0.13752134072718683,0.7300733400746835,13
0,8,3,0.18893916759424983,0.3310268397434873,1.7520286765228754,11
0,8,4,0.17902846548381074,0.33465239017255266,1.8692691649240256,10
0,8,5,0.16840597953789876,0.3886089549031928,2.307572189357675,9
0,8,6,0.1569155121915283,0.35645552833732325,2.27163983572408,5
0,8,7,0.11182336494114706,0.3743178092285793,3.3474024809178635,3
0,8,8,0.0896232478213016,0.4021079177102324,4.486647465755639,2
0,9,1,0.19336935754206286,0.11070316626302061,0.5724959097458852,18
0,9,2,0.1883779464730722,0.1386323564007148,0.735926678235298,13
0,9,3,0.19441987028402974,0.22347711056746558,1.1494561242170662,12
0,9,4,0.18794324800933063,0.3474867933765659,1.8488921366268747,11
0,9,5,0.17426298594340603,0.3408719108520441,1.9560775284933216,9
0,9,6,0.16840597953789876,0.3886089549031928,2.307572189357675,9
0,9,7,0.1569155121915283,0.35645552833732325,2.27163983572408,5
0,9,8,0.11182336494114706,0.3743178092285793,3.3474024809178635,3
0,9,9,0.0896232478213016,0.4021079177102324,4.486647465755639,2
0,10,1,0.19336935754206286,0.11070316626302061,0.5724959097458852,18
0,10,2,0.18948262241810737,0.1357697177468652,0.7165285977902465,14
0,10,3,0.19324973238086388,0.15926315097059954,0.8241312886101063,13
0,10,4,0.1895529151294045,0.3389768528391365,1.7882967012547544,11
0,10,5,0.18335437030626675,0.37712986039044205,2.0568359497540287,10
0,10,6,0.17411744847129315,0.35984127577586167,2.0666583328389914,9
