,業種1,不等号1,値1,業種2,不等号2,値2,業種3,不等号3,値3,業種4,不等号4,値4,業種5,不等号5,値5,業種6,不等号6,値6
1471,食料品,<=,-0.114973109546564,金属製品,<=,0.0270134013489403,非鉄金属,<=,0.254873080456285,非鉄金属,>,-0.202055372563597,倉庫・運輸関連業,<=,-0.0178056644758646,,,
3090,電気機器,>,0.149430547324504,陸運業,>,-0.0684930015552973,小売業,<=,0.116765279628218,小売業,<=,0.112090006352984,輸送用機器,>,0.120909673366724,倉庫・運輸関連業,<=,0.102716848196386
3097,電気・ガス業,>,0.0471872803623361,鉱業,>,0.066288032061791,陸運業,>,-0.0684930015552973,小売業,>,0.116765279628218,輸送用機器,>,0.120909673366724,繊維製品,<=,0.284374974629818
1684,ガラス・土石製品,>,-0.0237496056308592,保険業,<=,-0.034758862774742,機械,<=,0.0506543022619211,鉱業,<=,0.0971989662268651,パルプ・紙,<=,-0.101798386326177,輸送用機器,<=,0.114826273037321
1017,建設業,<=,0.147087689212172,電気機器,>,0.204094802943063,その他製品,>,0.119290373008137,ゴム製品,>,0.0179915085357603,海運業,>,-0.0127609422324914,,,
1834,化学,<=,0.244571707999595,電気・ガス業,<=,-0.0383458042959186,金属製品,>,0.0562429638913978,非鉄金属,>,0.261252614824931,陸運業,<=,0.169343910423683,鉄鋼,<=,0.435403831308371
1505,水産・農林業,<=,-0.124201443252613,食料品,<=,0.0978875809084929,その他製品,<=,0.0280463950539113,鉄鋼,>,-0.219800650883314,サービス業,>,-0.211560967269461,卸売業,>,-0.165245812986302
3111,化学,>,-0.0569257884890622,電気機器,>,-0.0718872005192009,精密機器,>,-0.344451535163998,陸運業,<=,-0.0706608542880847,海運業,<=,0.106837719053358,鉄鋼,<=,0.0692867341596515
3718,空運業,>,-0.126167031581473,情報・通信業,<=,0.167048025362144,ガラス・土石製品,>,0.165090727511189,金属製品,>,0.0454221038846993,金属製品,<=,0.103569364932226,海運業,<=,0.245595348963363
2652,空運業,>,0.0957843871301574,情報・通信業,>,0.105307287493488,電気機器,>,0.237311375244303,非鉄金属,>,0.243300427421252,パルプ・紙,>,-0.0656591099267531,海運業,<=,0.25362598831814
2959,化学,<=,0.10069081005589,情報・通信業,>,0.146482029110536,その他製品,>,0.0724969603647906,非鉄金属,<=,0.219226019108089,陸運業,>,-0.0778377622204374,マーケット,<=,2.835
588,空運業,<=,-0.1483592081706,空運業,<=,-0.277955817070395,電気・ガス業,<=,-0.0146315401899169,ガラス・土石製品,<=,-0.00440076969371015,マーケット,>,-2.945,,,
2684,建設業,<=,0.115124296137823,金属製品,>,0.0363009343196133,医薬品,<=,-0.106669289263669,精密機器,>,-0.0065444024670919,,,,,,
4,空運業,<=,-0.132015216348741,鉱業,<=,-0.130411810110801,パルプ・紙,>,-0.119642886303964,鉄鋼,<=,0.0170509923487286,卸売業,>,-0.0867643882655405,,,
3193,水産・農林業,<=,-0.00647261311114585,機械,>,0.187144201768468,金属製品,>,-0.0740416003457443,非鉄金属,>,-0.194418709439306,パルプ・紙,>,-0.080480636534155,小売業,>,-0.195928398027978
1940,空運業,>,-0.124279202557121,電気機器,<=,-0.0723005391485662,電気・ガス業,<=,-0.0396610737276326,機械,>,-0.264774172724883,その他製品,<=,-0.167900416344009,パルプ・紙,<=,-0.0682137489217355
510,電気機器,>,0.207532908772211,電気・ガス業,>,-0.0971532661232916,その他製品,>,0.0280463950539113,非鉄金属,>,-0.18875747642602,非鉄金属,<=,0.419792480134238,輸送用機器,<=,0.115600490834775
3601,空運業,<=,-0.128469378420745,空運業,>,-0.258482334695207,水産・農林業,<=,0.0490574091249648,水産・農林業,<=,-0.0583247466492385,石油・石炭製品,>,-0.0010556510426767,陸運業,>,-0.0731364077295067
216,化学,<=,0.051607541780219,情報・通信業,>,-0.0989182852260166,その他金融業,<=,-0.0310825562453699,水産・農林業,<=,-0.0148930746302358,非鉄金属,<=,0.00371701991162415,輸送用機器,>,0.101629382694411
422,情報・通信業,<=,0.179160211391768,電気機器,>,0.187787005602527,その他製品,>,0.0277150068753727,サービス業,>,0.0646108656624536,輸送用機器,<=,0.110899113065002,,,
2994,電気・ガス業,>,-0.102720327520449,鉱業,<=,0.0434532051976046,鉱業,>,-0.145882458875581,その他製品,>,-0.0396531797156601,海運業,>,-0.103024615604347,卸売業,<=,-0.122827539213354
965,銀行業,<=,-0.257609758460073,情報・通信業,>,-0.105815266391014,電気機器,<=,0.255259349917326,その他製品,>,0.027617374996801,輸送用機器,<=,0.110899113065002,,,
702,電気機器,>,0.125677177613187,電気・ガス業,<=,-0.0899426550730352,電気・ガス業,<=,-0.130325058435469,陸運業,>,-0.112429973030076,小売業,<=,-0.0108854406106605,,,
2632,情報・通信業,<=,0.105307287493488,機械,<=,0.210695706108605,パルプ・紙,>,-0.0656591099267531,石油・石炭製品,>,-0.106145153113465,陸運業,<=,-0.0684921352512301,小売業,<=,-0.113409403396532
3388,水産・農林業,<=,-0.084059197076048,陸運業,>,-0.0773662091776424,陸運業,<=,0.0089037663812381,海運業,>,0.138204691090059,輸送用機器,<=,0.179151565305342,繊維製品,>,-0.0511544074586916
978,情報・通信業,<=,0.15914219741284,電気機器,>,0.255259349917326,鉱業,<=,0.181972750796353,鉄鋼,>,0.360499651346555,,,,,,
1779,空運業,<=,0.0560935448066795,電気機器,>,0.146632732537343,その他製品,<=,0.0281069497482742,精密機器,>,-0.0800010358103422,証券・商品先物取引業,>,0.0205014611624985,サービス業,<=,0.0810893987344106
733,電気機器,>,-0.284130106354297,食料品,<=,-0.0586230052782701,その他製品,<=,-0.0279155751604779,陸運業,<=,-0.0858937152443136,サービス業,>,-0.212719286159769,倉庫・運輸関連業,<=,0.0063154096335811
461,空運業,>,-0.0580871266148544,金属製品,<=,0.0462325145072604,石油・石炭製品,<=,0.19108154536185,不動産業,<=,0.12340492412726,海運業,<=,0.13289407047488,輸送用機器,>,0.100628333967076
1574,空運業,>,-0.119914968567448,電気機器,>,-0.0411326736199769,食料品,<=,0.0600470277641958,非鉄金属,>,-0.199537782467531,パルプ・紙,<=,-0.0665223222583219,海運業,<=,0.103038531273741
1685,ガラス・土石製品,>,-0.0237496056308592,保険業,>,-0.034758862774742,機械,<=,0.0506543022619211,鉱業,<=,0.0971989662268651,パルプ・紙,<=,-0.101798386326177,輸送用機器,<=,0.114826273037321
14,空運業,>,-0.132015216348741,電気・ガス業,<=,-0.102505589819062,ガラス・土石製品,>,0.0652209662158296,その他製品,<=,-0.038338144409285,医薬品,<=,-0.0967184595945451,海運業,<=,0.20745076412911
1896,ガラス・土石製品,<=,-0.0742785592497869,その他製品,<=,0.0277150068753727,非鉄金属,>,-0.196755483673621,パルプ・紙,>,-0.0505831459200214,ゴム製品,<=,-0.22216581322626,海運業,>,-0.181528501573216
2140,その他製品,<=,0.0356681899536829,非鉄金属,>,-0.194528121148257,パルプ・紙,<=,-0.0874662962495571,海運業,<=,0.104231831845868,鉄鋼,<=,0.0720174832459663,繊維製品,>,-0.0818059267101952
2217,電気機器,<=,0.234789976026115,水産・農林業,<=,-0.00316513484887445,水産・農林業,>,-0.212935517113045,機械,>,-0.0841031496685456,鉱業,>,-0.210471808642392,不動産業,<=,-0.200896711624658
232,水産・農林業,>,-0.0148930746302358,金属製品,<=,0.103731537142738,非鉄金属,>,0.125794543767065,精密機器,>,0.106081609514097,輸送用機器,>,0.101629382694411,倉庫・運輸関連業,>,0.0970150319803741
3170,銀行業,>,0.101157818668498,保険業,>,0.147069531785022,非鉄金属,>,0.232073854251742,海運業,<=,0.264363979318908,鉄鋼,>,0.21094277524369,卸売業,<=,0.30924093297383
1104,化学,>,0.24986364434699,保険業,<=,0.37265401625377,金属製品,>,0.0964687706244019,その他製品,>,0.0280355705032728,非鉄金属,>,0.179260076164937,卸売業,>,-0.190834449160457
342,金属製品,<=,0.109310617332319,非鉄金属,>,-0.170484348505172,非鉄金属,>,0.137290483095429,パルプ・紙,>,-0.0952251509981459,輸送用機器,>,0.115600490834775,倉庫・運輸関連業,>,0.0943774050455391
1677,空運業,>,-0.0688706275330821,空運業,<=,0.152805081776408,金属製品,>,0.100172509029236,パルプ・紙,>,-0.0829432825473058,石油・石炭製品,>,0.224968859619901,証券・商品先物取引業,>,0.249330198223668
698,情報・通信業,>,-0.0821214419292476,電気機器,<=,0.125677177613187,電気・ガス業,<=,-0.0899426550730352,電気・ガス業,>,-0.128411595092687,食料品,>,-0.0772904941241687,その他製品,<=,0.0001806168743677
2811,金属製品,<=,0.0556684660737402,その他製品,<=,-0.127970222150202,陸運業,<=,-0.0793882545367185,海運業,<=,0.196843495564551,輸送用機器,<=,0.110698760821672,卸売業,>,-0.190523113882771
1408,化学,<=,0.0564315616715831,機械,>,0.0394163874326891,非鉄金属,<=,0.220574800451287,証券・商品先物取引業,<=,-0.035791503283022,輸送用機器,>,0.0706989186247282,卸売業,<=,0.198402724518385
3507,空運業,>,-0.276407557717563,電気・ガス業,>,-0.0900711417876976,その他金融業,>,-0.0427378042210118,金属製品,<=,0.0494140899118202,精密機器,>,0.081221493497557,繊維製品,>,-0.0618974758747858
3861,空運業,>,-0.142204249559576,鉱業,<=,0.118561421867985,パルプ・紙,<=,-0.0650432213661238,石油・石炭製品,>,-0.0903587843457312,小売業,>,-0.0339537522033831,海運業,<=,0.231887003249037
2546,化学,<=,-0.0572544154718675,鉱業,>,0.127182046932613,パルプ・紙,>,-0.221596738337443,精密機器,>,-0.325206595747214,陸運業,<=,-0.0831648901758225,,,
1260,電気機器,<=,0.243464977013955,電気・ガス業,>,-0.0900711417876976,食料品,>,0.0546756261842947,保険業,>,0.382335197942159,非鉄金属,>,-0.193548667363762,医薬品,<=,0.131393238105156
3735,食料品,>,0.002952954443314,非鉄金属,>,-0.211729206013184,パルプ・紙,<=,-0.0714422389143946,証券・商品先物取引業,<=,-0.0610413410071335,サービス業,<=,-0.0306592457895319,サービス業,>,-0.0534024924879469
275,銀行業,<=,0.165247112781061,電気・ガス業,<=,-0.0965141768253124,その他製品,>,0.0642110041047804,石油・石炭製品,<=,-0.170131333370188,,,,,,
1061,水産・農林業,<=,-0.0962802977459685,非鉄金属,<=,0.141637202184937,陸運業,>,-0.0539814746132615,海運業,<=,0.189052866902748,輸送用機器,>,0.101546807213346,,,
1844,情報・通信業,>,0.078833294535528,金属製品,>,0.0562429638913978,パルプ・紙,<=,0.110497142755392,石油・石炭製品,>,0.010527463394817,陸運業,>,0.169343910423683,,,
3749,情報・通信業,>,-0.0751913283194421,非鉄金属,>,-0.211729206013184,パルプ・紙,>,-0.0714422389143946,パルプ・紙,<=,0.0355873837947059,精密機器,<=,0.0967302626717912,鉄鋼,>,0.289062413645855
1566,情報・通信業,>,-0.216775195913455,保険業,<=,-0.12565702159378,保険業,>,-0.159364563892469,機械,>,-0.264774172724883,非鉄金属,<=,-0.199537782467531,パルプ・紙,<=,-0.0665223222583219
3398,食料品,>,-0.0729666815757191,精密機器,>,0.159740973979106,不動産業,<=,0.159766574209286,鉄鋼,>,0.196368629374964,輸送用機器,>,0.179151565305342,,,
1316,金属製品,<=,0.0483779154699517,パルプ・紙,>,-0.104551577036705,鉄鋼,>,-0.0971345826459658,輸送用機器,<=,-0.0788103784536227,繊維製品,<=,-0.157791405020723,卸売業,<=,0.163116978093684
1852,水産・農林業,<=,0.00249395125099125,非鉄金属,<=,0.232045487936751,非鉄金属,>,-0.171918537850699,医薬品,<=,-0.105006886208227,海運業,<=,0.206118243439987,鉄鋼,<=,-0.113165046744519
878,化学,<=,-0.104748534902624,電気機器,<=,-0.116322436880086,ガラス・土石製品,>,-0.327533033857105,陸運業,<=,-0.077697116377325,鉄鋼,>,-0.0945050764589904,,,
2470,化学,<=,-0.0761444886316315,非鉄金属,>,-0.275346745861672,パルプ・紙,<=,-0.0874411197273322,パルプ・紙,>,-0.224219616842229,石油・石炭製品,<=,0.0599318037069023,小売業,<=,-0.189908803980139
2766,電気機器,>,0.259186244391551,電気・ガス業,<=,-0.0786490658648774,医薬品,>,-0.00680402008745045,海運業,>,0.181033428689661,,,,,,
1359,化学,>,-0.0761023671325663,食料品,<=,-0.00745372396883035,ガラス・土石製品,>,-0.0244378440365745,鉱業,>,-0.00068725290973025,パルプ・紙,<=,-0.0650432213661238,パルプ・紙,<=,-0.103700902637627
2058,化学,<=,-0.0629155352392859,食料品,>,-0.0686113190038734,金属製品,<=,-0.141569278955033,その他製品,<=,-0.0814310453847143,非鉄金属,>,-0.245738013856973,陸運業,<=,-0.0778377622204374
2335,保険業,>,-0.111373188570116,鉱業,<=,-0.0758457234578679,その他製品,<=,0.0277150068753727,パルプ・紙,<=,-0.192992346902174,輸送用機器,<=,0.0876305875917389,卸売業,<=,-0.0719077557749656
2758,電気機器,<=,0.259186244391551,電気・ガス業,>,0.0310107790002112,食料品,<=,0.101085597175094,金属製品,>,0.0617643460357787,陸運業,>,0.137768307608773,倉庫・運輸関連業,<=,0.241516967395122
663,機械,>,-0.248906004176212,非鉄金属,<=,-0.193278927285164,陸運業,<=,-0.0858937152443136,小売業,<=,-0.163290976226805,サービス業,>,-0.231132905410877,バリュー,>,-0.04
1892,空運業,>,-0.131597912913784,水産・農林業,<=,-0.006094303495574,機械,>,-0.264774172724883,その他製品,<=,0.0277150068753727,パルプ・紙,<=,-0.0505831459200214,繊維製品,>,-0.0629397589599837
3439,化学,>,-0.0761099230014392,建設業,>,0.118066171594453,水産・農林業,<=,-0.0061073970813408,その他製品,<=,0.201489451520467,陸運業,>,-0.0823811955876527,鉄鋼,>,0.222998781667337
1653,空運業,>,-0.138617858417094,食料品,<=,0.0509845245563047,非鉄金属,>,-0.205155419115563,パルプ・紙,<=,-0.0829432825473058,海運業,<=,0.104364153110116,鉄鋼,>,-0.090808571771275
2187,銀行業,>,-0.128528854399088,その他金融業,>,-0.0472729400342536,非鉄金属,>,-0.202055372563597,精密機器,>,-0.0635803006859683,陸運業,<=,-0.074173781850124,サービス業,>,-0.109394870810862
681,電気・ガス業,<=,-0.00250811190739375,陸運業,>,-0.0858937152443136,証券・商品先物取引業,<=,-0.0074607949025032,輸送用機器,>,0.0526523446491207,繊維製品,>,-0.0630527553059079,繊維製品,<=,0.0564068284162544
2928,非鉄金属,>,0.181279766040628,パルプ・紙,>,-0.0874662962495571,不動産業,>,0.055414117649727,海運業,<=,0.317460121305123,鉄鋼,>,0.241706692988842,サービス業,<=,0.137127791370917
521,電気機器,<=,-0.0788525019412924,機械,>,-0.290160733603569,陸運業,<=,-0.0967285247647811,鉄鋼,<=,-0.113407957341039,鉄鋼,>,-0.263534675846337,鉄鋼,<=,-0.115674685258419
364,その他製品,>,0.0134976398084657,パルプ・紙,<=,-0.0734521177131598,精密機器,>,-0.0347129699378174,ゴム製品,>,0.107354688748582,証券・商品先物取引業,>,-0.108803260267058,卸売業,>,-0.0969116221762683
2430,水産・農林業,<=,-0.0048058933180155,機械,<=,-0.0520827961324386,非鉄金属,>,-0.0384992156235324,小売業,>,-0.189597480939477,サイズ,<=,0.65,,,
350,パルプ・紙,<=,-0.0734521177131598,鉄鋼,>,-0.0290078849957919,卸売業,<=,-0.0969116221762683,倉庫・運輸関連業,<=,0.0546971663519922,,,,,,
3742,保険業,>,-0.151362181487075,鉱業,<=,0.111041638044174,非鉄金属,>,-0.211729206013184,パルプ・紙,<=,-0.0714422389143946,サービス業,>,-0.0306592457895319,繊維製品,>,-0.0762197773238059
1353,化学,>,-0.0761023671325663,鉱業,<=,-0.00068725290973025,その他製品,<=,-0.0105359557503387,パルプ・紙,<=,-0.0650432213661238,サービス業,<=,0.0312432025631936,繊維製品,>,-0.113337396164174
954,電気機器,<=,0.255259349917326,その他金融業,<=,0.070621773508756,その他製品,<=,0.027617374996801,陸運業,<=,-0.081766668997467,鉄鋼,>,-0.284070168817507,卸売業,>,-0.0928815999762735
3789,情報・通信業,>,0.10414395027178,電気・ガス業,>,-0.0900711417876976,その他金融業,>,-0.0529493538333193,水産・農林業,<=,0.0459754965884204,小売業,>,-0.012697156037352,倉庫・運輸関連業,<=,0.131055655704619
383,化学,>,0.0794178974800252,電気機器,>,0.232344741856047,非鉄金属,<=,0.405420978776464,パルプ・紙,>,-0.0734521177131598,パルプ・紙,<=,0.210180498995692,医薬品,<=,0.12606649548857
1175,電気機器,<=,0.232027415767542,保険業,>,0.153047177371759,その他製品,<=,0.129586606777739,非鉄金属,>,0.252257571388508,パルプ・紙,>,-0.104298385077766,海運業,<=,0.278819906053484
928,電気・ガス業,>,0.0629930684318663,その他製品,<=,0.0293609358905978,精密機器,>,-0.10820314627041,陸運業,>,-0.0766349435319345,ゴム製品,>,-0.0827891304652467,鉄鋼,>,-0.103593282908655
843,電気機器,>,-0.0493454732460848,機械,>,-0.0553445706693859,陸運業,<=,-0.0831217401454228,小売業,>,-0.142932412677653,卸売業,>,-0.19673247021773,マーケット,<=,1.09
2042,水産・農林業,>,-0.0661047041705062,機械,>,0.171992254923065,金属製品,<=,0.100866424875487,鉱業,<=,0.129526337488356,陸運業,>,-0.0858937152443136,鉄鋼,<=,0.162912535712177
2021,空運業,>,-0.136061816731395,電気・ガス業,<=,-0.0073493370158744,非鉄金属,>,-0.247691033017692,精密機器,>,-0.0774764385302084,陸運業,<=,-0.0858937152443136,不動産業,>,-0.12163011514281
3328,化学,<=,-0.0766772687244433,機械,>,-0.130685375433039,パルプ・紙,<=,-0.106568699968806,ゴム製品,<=,-0.00314952249952175,ゴム製品,<=,-0.190412048085169,証券・商品先物取引業,<=,-0.222465121901405
3321,電気・ガス業,<=,-0.0862095285375971,機械,<=,-0.130685375433039,パルプ・紙,<=,-0.106568699968806,小売業,<=,-0.185616325780893,卸売業,<=,-0.108905129341004,,,
3874,化学,<=,0.201527778336279,鉱業,>,0.395116780226282,パルプ・紙,>,-0.0650432213661238,証券・商品先物取引業,>,0.0284796635769605,輸送用機器,<=,0.119986983084528,,,
231,水産・農林業,>,-0.0148930746302358,非鉄金属,>,0.125794543767065,精密機器,>,0.106081609514097,鉄鋼,>,0.192045386787313,輸送用機器,>,0.101629382694411,倉庫・運輸関連業,<=,0.0970150319803741
2824,空運業,>,-0.0568842055872785,情報・通信業,<=,0.113689508956469,電気・ガス業,<=,-0.0472780268670445,海運業,<=,0.196843495564551,鉄鋼,<=,0.167037069109887,輸送用機器,>,0.110698760821672
3887,機械,>,0.272771304300281,非鉄金属,>,0.135842951166305,パルプ・紙,>,-0.0650432213661238,輸送用機器,>,0.119986983084528,倉庫・運輸関連業,<=,0.0995065322749193,,,
736,情報・通信業,<=,-0.157163088660278,電気機器,>,-0.284130106354297,ガラス・土石製品,<=,-0.0049798016153402,その他製品,>,-0.0279155751604779,陸運業,<=,-0.0858937152443136,,,
1880,その他金融業,<=,0.256941533891499,その他製品,>,0.139231485930456,非鉄金属,>,0.232045487936751,サービス業,>,0.126809679960186,サイズ,>,0.83,,,
3458,電気機器,<=,0.204094802943063,食料品,<=,0.0546184723314222,保険業,<=,-0.111951587914807,その他製品,>,0.0726616172283291,繊維製品,>,-0.0552482631272695,,,
13,空運業,>,-0.132015216348741,電気・ガス業,<=,-0.102505589819062,ガラス・土石製品,<=,0.0652209662158296,不動産業,>,0.113107847678501,証券・商品先物取引業,>,-0.176244518449187,海運業,<=,0.20745076412911
2568,水産・農林業,<=,-0.0029815322926204,ガラス・土石製品,>,-0.0371090072797273,陸運業,>,-0.0831648901758225,海運業,>,0.0754795387092523,鉄鋼,>,0.243561961383384,,,
1592,電気機器,<=,0.259284299084813,パルプ・紙,>,-0.0665223222583219,不動産業,<=,-0.249715644814653,海運業,>,-0.0357699879361628,,,,,,
325,空運業,>,-0.157308779104521,電気・ガス業,>,0.00651936325481665,非鉄金属,>,-0.170484348505172,パルプ・紙,<=,-0.0952251509981459,鉄鋼,>,-0.137353510328338,輸送用機器,<=,0.007021578873547
1795,食料品,<=,0.0512146329010802,その他製品,>,0.0281069497482742,パルプ・紙,<=,0.204867102014465,精密機器,>,0.077312903911383,海運業,<=,0.204513525934,サービス業,>,0.0574820955501101
3512,空運業,>,-0.276407557717563,電気・ガス業,>,-0.0900711417876976,金属製品,>,0.0494140899118202,非鉄金属,>,0.270616752615874,不動産業,<=,0.27312407197423,,,
2544,化学,<=,-0.0572544154718675,鉱業,<=,0.127182046932613,パルプ・紙,>,-0.221596738337443,精密機器,>,-0.325206595747214,陸運業,<=,-0.0831648901758225,小売業,<=,-0.189557764790868
1294,電気機器,<=,0.259186244391551,ガラス・土石製品,>,0.306072905401961,その他製品,>,0.0949066645287948,陸運業,>,-0.0858518588640824,鉄鋼,>,-0.102386107883053,,,
1987,食料品,>,0.019211122087455,機械,>,-0.0245025859917521,非鉄金属,<=,0.037679412764951,パルプ・紙,<=,-0.0720324275641858,海運業,>,0.102221859286225,鉄鋼,>,-0.0964108405613854
3794,情報・通信業,>,0.10414395027178,電気・ガス業,>,-0.0900711417876976,水産・農林業,<=,-0.0208615869367981,機械,>,0.174640521125717,倉庫・運輸関連業,>,0.131055655704619,,,
1284,電気機器,<=,0.259186244391551,医薬品,<=,-0.0835619546928113,陸運業,>,-0.0858518588640824,鉄鋼,<=,-0.102386107883053,繊維製品,<=,-0.150279849051476,卸売業,>,-0.104882994064961
3248,パルプ・紙,<=,-0.0629318588899327,パルプ・紙,<=,-0.193483950329711,石油・石炭製品,>,-0.315871054722345,鉄鋼,<=,0.234723894269119,鉄鋼,<=,-0.0962014828910917,輸送用機器,<=,0.0538914930983538
2373,建設業,<=,0.173585416554806,保険業,>,0.1964922812505,機械,>,0.162240717885415,金属製品,>,0.115942730228679,その他製品,>,0.0277150068753727,陸運業,>,0.0407784866051389
194,化学,>,0.004296083931639,食料品,<=,0.0518294635157019,医薬品,<=,-0.0050318030458808,陸運業,<=,-0.0841802975454505,輸送用機器,<=,0.101629382694411,繊維製品,<=,-0.0157745207593696
287,建設業,<=,-0.111181697448039,電気・ガス業,>,-0.0965141768253124,その他金融業,>,-0.432030902491578,水産・農林業,>,0.0181726194442796,鉄鋼,<=,-0.096127479193596,倉庫・運輸関連業,<=,-0.0132178853185195
3809,銀行業,>,-0.172224103481821,電気機器,<=,-0.0658552422337775,保険業,>,-0.107610447500492,鉱業,>,-0.0428436676645972,その他製品,<=,0.0292817258528221,サービス業,>,-0.0266403068436288
189,空運業,>,-0.0688706275330821,水産・農林業,>,0.00013868677544885,保険業,>,0.270620231414522,金属製品,>,0.0244385156611576,石油・石炭製品,>,0.083051912859308,輸送用機器,>,0.216195599600973
273,空運業,>,-0.0583111399360403,電気・ガス業,<=,-0.0965141768253124,その他製品,<=,0.0642110041047804,石油・石炭製品,<=,0.250910912495678,小売業,>,-0.136971363435438,卸売業,>,-0.274784534359182
1979,食料品,<=,0.0553706386900144,ガラス・土石製品,>,-0.14197081471729,パルプ・紙,<=,-0.0720324275641858,精密機器,>,-0.144014200909558,海運業,<=,0.102221859286225,鉄鋼,>,-0.0964108405613854
3215,食料品,<=,0.0570617597411827,その他製品,<=,0.0371954583852254,パルプ・紙,<=,-0.0829432825473058,精密機器,>,-0.0741456490322285,海運業,<=,0.152201447721891,繊維製品,>,-0.106144279652839
3000,電気・ガス業,>,-0.102720327520449,パルプ・紙,<=,-0.0829432825473058,石油・石炭製品,>,-0.110294450974795,鉄鋼,<=,0.0615118669799296,繊維製品,>,-0.0624910970274544,卸売業,>,-0.122827539213354
137,電気・ガス業,<=,0.0635088144622876,非鉄金属,>,0.219226019108089,石油・石炭製品,>,0.158283767617125,陸運業,>,-0.0859587164609255,小売業,<=,0.225275124606018,倉庫・運輸関連業,<=,0.155269190306108
872,銀行業,<=,-0.0765334422283361,ガラス・土石製品,>,-0.327533033857105,精密機器,<=,-0.21968605820576,陸運業,<=,-0.077697116377325,鉄鋼,<=,-0.0945050764589904,,,
1202,建設業,<=,0.118066171594453,鉱業,<=,-0.0858625207151656,その他製品,>,0.027617374996801,非鉄金属,>,-0.164434499399332,パルプ・紙,<=,-0.0629582703879377,倉庫・運輸関連業,>,-0.131084905262634
242,パルプ・紙,>,-0.125166822037374,陸運業,<=,-0.0831217401454228,海運業,<=,0.106453401921414,輸送用機器,>,-0.0380519838380718,卸売業,>,-0.192766264323867,サイズ,<=,2.62
257,電気・ガス業,>,0.0233583273925775,パルプ・紙,<=,-0.0672450123007044,陸運業,>,-0.0831217401454228,鉄鋼,>,-0.0977091747860876,鉄鋼,<=,0.0811479366103755,サービス業,>,-0.208751564078469
3291,化学,>,-0.0575382658609232,建設業,<=,0.0632383765518675,鉱業,>,-0.296862000975419,非鉄金属,<=,0.22239751169979,パルプ・紙,<=,-0.0788130344714779,陸運業,<=,-0.0778280565790547
3804,電気機器,<=,-0.0658552422337775,保険業,<=,-0.107610447500492,鉱業,>,-0.0428436676645972,その他製品,<=,0.0292817258528221,医薬品,<=,-0.0366984142036545,小売業,<=,-0.0659270932446457
1214,建設業,<=,0.118066171594453,電気機器,>,0.198109590843983,パルプ・紙,>,-0.0629582703879377,小売業,>,-0.142876881033701,ゴム製品,>,-0.334270079042299,サービス業,>,-0.0182331651956367
1093,銀行業,<=,-0.241404219620995,その他製品,>,0.0280355705032728,非鉄金属,<=,0.179260076164937,石油・石炭製品,<=,-0.0869183780008635,精密機器,>,0.0297195385171078,卸売業,>,-0.190834449160457
2194,水産・農林業,<=,-0.0460143265618226,食料品,>,0.002132803523126,その他製品,<=,0.0292817258528221,非鉄金属,>,-0.202055372563597,陸運業,>,-0.074173781850124,輸送用機器,>,-0.0202897398461113
1683,ガラス・土石製品,<=,-0.0237496056308592,機械,<=,0.0506543022619211,石油・石炭製品,>,0.11911579355347,輸送用機器,<=,0.114826273037321,,,,,,
3376,建設業,<=,0.0632383765518675,電気機器,>,-0.284130106354297,非鉄金属,>,-0.232297375083226,非鉄金属,>,-0.0380583538434926,陸運業,<=,-0.0773662091776424,輸送用機器,<=,0.179151565305342
2721,情報・通信業,<=,-0.0443666372457366,電気・ガス業,>,-0.0933353270319064,ガラス・土石製品,>,-0.0262021828596651,その他製品,<=,0.0290177352629916,医薬品,>,-0.017606841474024,卸売業,>,-0.0900681581115743
1820,建設業,>,-0.0638170513672787,電気・ガス業,>,-0.146817733804555,金属製品,<=,0.0562429638913978,非鉄金属,>,-0.153195307210796,パルプ・紙,<=,-0.0825223149751177,鉄鋼,<=,0.0720174832459663
3529,情報・通信業,<=,-0.057799533559316,電気機器,<=,0.259186244391551,ガラス・土石製品,>,-0.0257141902338832,その他製品,<=,0.0255215210516575,非鉄金属,>,-0.170484348505172,サービス業,>,-0.146363480597916
2670,銀行業,<=,0.0391874007483694,ガラス・土石製品,>,-0.0281086521655595,金属製品,<=,0.0363009343196133,パルプ・紙,<=,-0.0688567271369286,証券・商品先物取引業,<=,0.0178982381804373,海運業,<=,0.12382643742244
1803,銀行業,<=,0.384037020085463,食料品,>,0.0512146329010802,保険業,>,0.175191245720551,その他製品,>,0.0281069497482742,精密機器,>,0.077312903911383,小売業,<=,0.226032331196473
3746,情報・通信業,<=,-0.0751913283194421,電気機器,>,-0.0689274962098969,非鉄金属,>,-0.211729206013184,パルプ・紙,>,-0.0714422389143946,精密機器,<=,0.0967302626717912,陸運業,<=,0.0101304551676101
1224,建設業,>,0.118066171594453,金属製品,>,0.101973498614915,精密機器,>,0.0781285715786671,精密機器,>,0.181397195929166,ゴム製品,>,0.117027077011542,繊維製品,<=,0.160200292211994
1512,食料品,<=,0.0978875809084929,その他製品,>,0.0280463950539113,非鉄金属,<=,0.179260076164937,パルプ・紙,<=,-0.0622719758204945,輸送用機器,>,0.0842682971214394,卸売業,>,-0.165245812986302
2530,電気・ガス業,>,-0.0905578040182451,食料品,<=,-0.0778630898908496,機械,>,-0.114879815588366,鉱業,<=,0.341007112388087,陸運業,<=,-0.0451383990933012,繊維製品,<=,-0.0374109388600233
