,業種1,不等号1,値1,業種2,不等号2,値2,業種3,不等号3,値3,業種4,不等号4,値4,業種5,不等号5,値5,業種6,不等号6,値6
3205,食料品,>,-0.0644714736350384,非鉄金属,<=,-0.213413472939943,パルプ・紙,<=,-0.0829432825473058,精密機器,<=,-0.0741456490322285,海運業,>,-0.0798275915612698,,,
516,その他製品,<=,-0.487797082268559,陸運業,<=,-0.0967285247647811,鉄鋼,<=,-0.113407957341039,鉄鋼,<=,-0.263534675846337,,,,,,
3201,非鉄金属,<=,-0.213413472939943,パルプ・紙,<=,-0.0829432825473058,精密機器,<=,-0.0741456490322285,海運業,<=,-0.0798275915612698,鉄鋼,<=,-0.585091142161893,,,
1980,食料品,>,0.0553706386900144,ガラス・土石製品,>,-0.14197081471729,パルプ・紙,<=,-0.0720324275641858,海運業,<=,0.102221859286225,海運業,<=,-0.113744443828629,鉄鋼,>,-0.0964108405613854
555,電気・ガス業,>,-0.106147833876058,食料品,>,0.0537520929188808,鉱業,>,0.320368019599956,医薬品,>,0.113986608873804,鉄鋼,>,-0.113407957341039,,,
556,非鉄金属,<=,-0.194418709439306,鉄鋼,<=,-0.585091142161893,,,,,,,,,,,,
2710,建設業,<=,-0.175467303562434,電気・ガス業,>,-0.0933353270319064,金属製品,<=,-0.202624657630712,その他製品,<=,0.0290177352629916,卸売業,<=,-0.0900681581115743,卸売業,<=,-0.560637364065977
1345,化学,<=,-0.0761023671325663,パルプ・紙,<=,-0.0650432213661238,パルプ・紙,<=,-0.223594216698326,不動産業,<=,-0.1304546245054,海運業,>,-0.282684736139684,,,
1983,食料品,<=,0.019211122087455,金属製品,<=,-0.0833811513460786,パルプ・紙,<=,-0.0720324275641858,海運業,>,0.102221859286225,鉄鋼,>,-0.0964108405613854,卸売業,>,0.0439290247363432
3196,情報・通信業,>,0.0904723671428008,水産・農林業,>,-0.00647261311114585,金属製品,<=,0.0264102965559647,非鉄金属,>,-0.194418709439306,小売業,>,-0.195928398027978,,,
3220,パルプ・紙,<=,-0.0829432825473058,精密機器,>,-0.0741456490322285,海運業,>,0.152201447721891,倉庫・運輸関連業,>,0.0873507517172917,,,,,,
3223,空運業,>,-0.0470259869910132,化学,<=,-0.0120795687873732,情報・通信業,<=,-0.164395859404144,金属製品,<=,0.0634254033453283,パルプ・紙,>,-0.0829432825473058,輸送用機器,<=,0.106725566324961
2706,電気・ガス業,<=,-0.0933353270319064,機械,>,-0.297028396354518,金属製品,>,-0.0873748896592907,その他製品,<=,0.0290177352629916,小売業,>,-0.140119373093362,サービス業,<=,-0.110885611820523
1490,水産・農林業,<=,0.0437596052150152,その他製品,<=,0.0312105269053259,非鉄金属,>,0.254873080456285,パルプ・紙,<=,0.211345606851684,鉄鋼,>,0.354607446801216,輸送用機器,>,0.160556789104104
2689,建設業,<=,0.115124296137823,建設業,<=,-0.0846337728091763,水産・農林業,>,-0.0842321459557935,金属製品,>,0.0363009343196133,石油・石炭製品,>,0.0459250376920548,医薬品,>,-0.106669289263669
518,電気機器,>,-0.275878125316034,その他製品,>,-0.487797082268559,非鉄金属,<=,-0.340175327405085,陸運業,<=,-0.0967285247647811,鉄鋼,<=,-0.113407957341039,鉄鋼,<=,-0.263534675846337
1967,電気・ガス業,<=,-0.0557194525451297,水産・農林業,>,-0.154739447280003,非鉄金属,<=,-0.209460474874522,パルプ・紙,<=,-0.0720324275641858,ゴム製品,<=,-0.297480858191983,鉄鋼,<=,-0.0964108405613854
3244,その他金融業,<=,0.101271638361061,金属製品,>,0.0510783659273808,パルプ・紙,>,-0.0829432825473058,精密機器,>,0.112828668910512,鉄鋼,>,0.342385003699155,輸送用機器,>,0.106725566324961
2693,建設業,>,0.115124296137823,金属製品,>,0.0363009343196133,鉱業,<=,0.0431664367698383,精密機器,<=,0.113918518359182,海運業,>,0.23574599924986,,,
3241,電気機器,>,0.0833602121696346,金属製品,>,0.0510783659273808,パルプ・紙,>,-0.0829432825473058,精密機器,<=,0.112828668910512,証券・商品先物取引業,<=,0.0046038179363183,輸送用機器,>,0.106725566324961
524,電気機器,>,-0.0788525019412924,金属製品,>,-0.0594811516499493,陸運業,<=,-0.0967285247647811,鉄鋼,<=,-0.113407957341039,鉄鋼,>,-0.263534675846337,,,
1969,電気・ガス業,<=,-0.0557194525451297,ガラス・土石製品,<=,-0.159255216950258,非鉄金属,>,-0.209460474874522,パルプ・紙,<=,-0.0720324275641858,鉄鋼,<=,-0.0964108405613854,,,
932,空運業,<=,-0.258482334695207,電気機器,<=,0.192845831145222,鉱業,<=,0.342629251976708,その他製品,>,0.0293609358905978,陸運業,>,-0.0826496954684139,輸送用機器,<=,0.110899113065002
2174,空運業,>,0.00546422446591405,非鉄金属,<=,-0.202055372563597,繊維製品,<=,-0.208202742733336,卸売業,>,-0.557090002034725,,,,,,
1343,空運業,<=,-0.128298687205676,化学,<=,-0.0761023671325663,パルプ・紙,<=,-0.0650432213661238,陸運業,>,-0.209252862538072,不動産業,<=,-0.1304546245054,海運業,<=,-0.282684736139684
529,非鉄金属,>,-0.131807377170684,石油・石炭製品,<=,0.0911896053338873,石油・石炭製品,<=,-0.24184017249073,精密機器,>,-0.276932270548739,陸運業,>,-0.0967285247647811,鉄鋼,<=,-0.113407957341039
3231,金属製品,>,0.0634254033453283,パルプ・紙,>,-0.0829432825473058,輸送用機器,<=,0.106725566324961,繊維製品,>,0.269978071781894,倉庫・運輸関連業,<=,0.283172658458657,,,
532,石油・石炭製品,>,0.0911896053338873,陸運業,>,-0.0967285247647811,鉄鋼,<=,-0.113407957341039,,,,,,,,,
2704,電気・ガス業,<=,-0.0933353270319064,機械,>,-0.297028396354518,その他製品,<=,0.0290177352629916,小売業,<=,-0.140119373093362,サービス業,<=,-0.110885611820523,,,
3228,化学,>,-0.0120795687873732,金属製品,<=,0.0634254033453283,パルプ・紙,>,-0.0829432825473058,石油・石炭製品,>,0.126500274313636,医薬品,>,0.0642941699135584,輸送用機器,<=,0.106725566324961
923,機械,>,-0.0579674062645481,その他製品,<=,0.0293609358905978,精密機器,>,-0.10820314627041,陸運業,<=,-0.0766349435319345,鉄鋼,>,-0.103593282908655,鉄鋼,<=,0.0211603019574052
2654,情報・通信業,>,0.105307287493488,鉱業,>,0.288217994938552,パルプ・紙,>,-0.0656591099267531,パルプ・紙,<=,0.11391740690795,海運業,>,0.25362598831814,,,
2649,空運業,<=,0.0957843871301574,情報・通信業,>,0.105307287493488,ガラス・土石製品,>,0.172865782996078,保険業,>,0.303799860266227,パルプ・紙,>,-0.0656591099267531,海運業,<=,0.25362598831814
2551,空運業,<=,0.0773200874837808,その他金融業,<=,-0.36813500799084,ガラス・土石製品,<=,-0.0371090072797273,鉱業,<=,-0.070763457350058,陸運業,>,-0.0831648901758225,輸送用機器,<=,0.0876305875917389
2199,ガラス・土石製品,>,0.232660787176021,その他製品,>,0.0292817258528221,非鉄金属,>,-0.202055372563597,陸運業,>,-0.074173781850124,輸送用機器,<=,0.110972001476366,バリュー,>,1.645
1018,建設業,>,0.147087689212172,電気機器,>,0.204094802943063,電気・ガス業,<=,0.0238043064162859,ガラス・土石製品,<=,0.272758781459989,パルプ・紙,<=,0.231121829661259,海運業,<=,0.184292309337929
1015,建設業,<=,0.147087689212172,電気機器,>,0.204094802943063,食料品,<=,0.0523287662208827,その他製品,<=,0.119290373008137,ゴム製品,>,0.0179915085357603,海運業,>,-0.0127609422324914
2587,電気・ガス業,>,-0.0641034571669825,食料品,>,-0.0603063407618959,医薬品,<=,-0.105313614776989,陸運業,<=,-0.0744881044260194,海運業,<=,0.06728979762597,卸売業,>,-0.134522635726309
3452,銀行業,>,-0.174687647576639,電気機器,<=,0.204094802943063,電気機器,<=,-0.0423364748660371,食料品,<=,0.0546184723314222,その他製品,<=,0.0726616172283291,石油・石炭製品,>,0.115467355440526
1013,建設業,<=,0.147087689212172,電気機器,>,0.204094802943063,陸運業,>,-0.0530096534159053,海運業,<=,-0.0127609422324914,,,,,,
378,化学,<=,0.0794178974800252,電気・ガス業,>,0.0226517291756477,鉱業,>,0.239003759154078,パルプ・紙,>,-0.0734521177131598,輸送用機器,>,0.093390315806459,,,
1010,電気機器,<=,0.204094802943063,水産・農林業,>,-0.0087885568803066,その他製品,<=,0.134611886611769,陸運業,>,-0.0787036488154831,輸送用機器,>,0.212195142529472,卸売業,>,0.245748204070588
1881,その他金融業,>,0.256941533891499,その他製品,>,0.139231485930456,非鉄金属,>,0.232045487936751,倉庫・運輸関連業,<=,0.112547866011334,,,,,,
3431,化学,<=,-0.0761099230014392,建設業,>,-0.142975427711898,パルプ・紙,<=,-0.199985957952276,医薬品,>,-0.0970891249819757,精密機器,>,-0.298424245929824,陸運業,>,-0.0823811955876527
2594,石油・石炭製品,<=,-0.13665854831574,精密機器,>,-0.0357959385367357,陸運業,<=,-0.0744881044260194,海運業,>,0.06728979762597,卸売業,>,-0.134522635726309,,,
1883,空運業,<=,-0.131597912913784,その他製品,<=,0.0277150068753727,その他製品,<=,-0.440950085525125,パルプ・紙,<=,-0.0505831459200214,石油・石炭製品,<=,-0.251140360210483,精密機器,<=,-0.120831757550914
3429,化学,<=,-0.0761099230014392,建設業,>,-0.142975427711898,電気機器,>,-0.26910587592202,精密機器,<=,-0.298424245929824,陸運業,>,-0.0823811955876527,,,
3425,化学,<=,-0.0761099230014392,建設業,<=,-0.142975427711898,陸運業,>,-0.0823811955876527,ゴム製品,<=,-0.150983499262862,海運業,>,-0.258320792181199,鉄鋼,<=,-0.0347117120137358
390,機械,<=,-0.0973411857824181,その他製品,<=,0.0277150068753727,海運業,<=,-0.270514079174272,海運業,<=,-0.66149063856558,倉庫・運輸関連業,<=,-0.103299976146633,,,
3422,保険業,>,0.0065967843261821,保険業,<=,0.0272538173257049,石油・石炭製品,>,-0.0601763175012026,陸運業,<=,-0.0823811955876527,倉庫・運輸関連業,>,0.0063154096335811,,,
395,その他金融業,<=,-0.378800443928275,機械,<=,-0.0973411857824181,その他製品,<=,0.0277150068753727,石油・石炭製品,>,-0.215469457162844,海運業,>,-0.270514079174272,倉庫・運輸関連業,<=,-0.103299976146633
1887,空運業,<=,-0.131597912913784,食料品,>,0.0131837108129044,その他製品,<=,0.0277150068753727,パルプ・紙,<=,-0.0505831459200214,石油・石炭製品,>,-0.251140360210483,証券・商品先物取引業,<=,-0.0215140424134537
3411,電気・ガス業,<=,-0.108040429545992,金属製品,>,-0.032103909081928,石油・石炭製品,<=,-0.0601763175012026,陸運業,<=,-0.0823811955876527,不動産業,>,-0.255752709349618,,,
3459,電気機器,<=,0.204094802943063,食料品,<=,0.0546184723314222,保険業,>,-0.111951587914807,その他製品,>,0.0726616172283291,輸送用機器,<=,0.120711220810169,マーケット,<=,-3.14
1878,その他金融業,<=,0.256941533891499,水産・農林業,>,-0.011378974006827,その他製品,>,0.139231485930456,非鉄金属,>,0.232045487936751,サイズ,<=,0.83,バリュー,>,0.87
2584,機械,>,-0.0611399294912075,卸売業,<=,-0.134522635726309,,,,,,,,,,,,
3473,化学,>,0.0754697989773673,電気機器,>,0.204094802943063,食料品,<=,0.0794222716391406,非鉄金属,<=,0.414073949159808,海運業,<=,0.179708129420848,輸送用機器,<=,0.105686441071978
1308,保険業,<=,-0.276456219895772,金属製品,<=,0.0483779154699517,精密機器,>,-0.254784443910916,陸運業,>,-0.0792473397074205,鉄鋼,<=,-0.0971345826459658,,,
2559,空運業,>,0.0773200874837808,銀行業,>,-0.126705396441064,ガラス・土石製品,<=,-0.0371090072797273,陸運業,>,-0.0831648901758225,海運業,<=,-0.0580442069003884,輸送用機器,>,-0.0854143054467773
348,空運業,>,0.0055064809002027,パルプ・紙,<=,-0.0734521177131598,海運業,<=,-0.0363580584674883,鉄鋼,<=,-0.0290078849957919,卸売業,<=,-0.0969116221762683,,,
1572,空運業,<=,-0.119914968567448,電気機器,>,-0.0411326736199769,非鉄金属,>,-0.199537782467531,パルプ・紙,<=,-0.0665223222583219,小売業,<=,-0.0826627182401398,海運業,<=,0.103038531273741
2561,空運業,>,0.0773200874837808,ガラス・土石製品,<=,-0.0371090072797273,保険業,>,-0.0803580019062307,陸運業,>,-0.0831648901758225,海運業,>,-0.0580442069003884,,,
3491,電気・ガス業,<=,-0.0900711417876976,電気・ガス業,<=,-0.118700648080901,水産・農林業,>,-0.216473937762439,小売業,>,-0.167413997780038,ゴム製品,<=,0.102109330462683,サービス業,<=,-0.108203179020138
352,パルプ・紙,<=,-0.0734521177131598,医薬品,<=,-0.0957700864472499,証券・商品先物取引業,<=,-0.108803260267058,卸売業,>,-0.0969116221762683,,,,,,
3490,電気・ガス業,<=,-0.0900711417876976,電気・ガス業,>,-0.113810821238507,水産・農林業,>,-0.216473937762439,水産・農林業,>,-0.170759827580015,小売業,<=,-0.167413997780038,,,
3487,電気・ガス業,<=,-0.0900711417876976,電気・ガス業,<=,-0.113810821238507,水産・農林業,>,-0.216473937762439,小売業,<=,-0.167413997780038,サービス業,<=,-0.0787524543401945,,,
3484,情報・通信業,>,0.0771850388909346,電気機器,>,0.204094802943063,石油・石炭製品,>,0.351707689570419,海運業,>,0.179708129420848,繊維製品,>,0.144273969240646,サイズ,<=,-0.095
1309,保険業,>,-0.276456219895772,金属製品,<=,0.0483779154699517,精密機器,>,-0.254784443910916,陸運業,>,-0.0792473397074205,不動産業,<=,-0.328265288490065,鉄鋼,<=,-0.0971345826459658
2567,電気機器,>,0.19288038417792,水産・農林業,<=,-0.0029815322926204,ガラス・土石製品,>,-0.0371090072797273,陸運業,>,-0.0831648901758225,海運業,<=,0.0754795387092523,鉄鋼,>,0.243561961383384
3479,電気機器,>,0.204094802943063,非鉄金属,>,0.414073949159808,パルプ・紙,>,0.170977126588351,海運業,<=,0.179708129420848,,,,,,
360,空運業,>,0.0872360949373691,その他製品,>,-0.132022773505081,パルプ・紙,<=,-0.0734521177131598,精密機器,<=,-0.0347129699378174,証券・商品先物取引業,>,-0.108803260267058,卸売業,>,-0.0969116221762683
2575,水産・農林業,>,-0.0029815322926204,ガラス・土石製品,>,-0.0371090072797273,鉱業,>,0.35732508826323,鉱業,>,0.457077053934614,陸運業,>,-0.0831648901758225,繊維製品,<=,0.246955667101633
2577,電気・ガス業,<=,-0.200062566011204,機械,<=,-0.0611399294912075,金属製品,<=,-0.036960573604772,鉄鋼,<=,-0.117239049614006,卸売業,<=,-0.134522635726309,倉庫・運輸関連業,<=,-0.103703311368395
1023,空運業,<=,0.145335281817759,建設業,>,0.147087689212172,情報・通信業,<=,0.0767682723209263,電気機器,>,0.204094802943063,機械,>,0.256203299366603,海運業,>,0.184292309337929
3409,電気機器,<=,-0.169436596674865,電気・ガス業,<=,-0.108040429545992,金属製品,<=,-0.032103909081928,石油・石炭製品,<=,-0.0601763175012026,陸運業,<=,-0.0823811955876527,不動産業,>,-0.255752709349618
3408,電気・ガス業,<=,-0.108040429545992,石油・石炭製品,<=,-0.0601763175012026,陸運業,<=,-0.0823811955876527,不動産業,<=,-0.255752709349618,鉄鋼,>,-0.40658930248991,,,
1327,空運業,<=,-0.0818874902496296,その他金融業,<=,0.160882789211523,食料品,>,-0.0488154534328558,金属製品,>,0.0483779154699517,パルプ・紙,<=,-0.0804571836292138,ゴム製品,<=,0.027063467928046
1326,銀行業,>,-0.0214998604822812,その他金融業,<=,0.160882789211523,食料品,<=,-0.0488154534328558,金属製品,>,0.0483779154699517,輸送用機器,>,0.114045262014755,,,
3363,空運業,<=,-0.0169649436401301,鉱業,<=,0.00838993084154635,パルプ・紙,>,-0.106568699968806,精密機器,>,0.0808111227031444,鉄鋼,>,0.190007800073787,倉庫・運輸関連業,<=,0.107119593598179
434,銀行業,>,0.286625222260293,金属製品,<=,0.113798138521262,その他製品,>,0.0277150068753727,精密機器,>,0.0696364577623111,輸送用機器,>,0.110899113065002,倉庫・運輸関連業,>,0.116624084340477
437,保険業,<=,-0.238912309109966,非鉄金属,<=,-0.232297375083226,陸運業,<=,-0.0762823700560334,輸送用機器,<=,0.100628333967076,マーケット,<=,-5.34,,,
2629,電気機器,>,0.201486629559759,その他製品,>,-0.157218701141718,パルプ・紙,<=,-0.0656591099267531,精密機器,>,0.0994721150215627,鉄鋼,<=,0.076970152395533,輸送用機器,>,0.0451423505596679
3353,水産・農林業,<=,-0.0952002422838118,パルプ・紙,>,-0.106568699968806,精密機器,<=,0.0808111227031444,陸運業,>,-0.0207788693853351,証券・商品先物取引業,>,0.0072311114564571,鉄鋼,>,-0.111434132345354
1925,空運業,<=,-0.124279202557121,食料品,<=,0.0074345567200105,金属製品,<=,0.0509103799541323,非鉄金属,<=,-0.189251411948231,ゴム製品,<=,-0.343157992963157,,,
983,空運業,>,-0.0688706275330821,電気機器,>,0.255259349917326,金属製品,>,0.232297503744289,鉱業,>,0.181972750796353,,,,,,
3345,保険業,>,-0.236785148308516,機械,>,-0.0961845747722315,機械,<=,-0.0957803826758575,パルプ・紙,>,-0.106568699968806,精密機器,<=,0.0808111227031444,鉄鋼,<=,-0.111434132345354
444,非鉄金属,>,-0.232297375083226,陸運業,<=,-0.0762823700560334,不動産業,<=,-0.229739048864814,海運業,>,0.0762842821130345,輸送用機器,<=,0.100628333967076,倉庫・運輸関連業,<=,0.0063154096335811
3406,空運業,>,-0.0694593351305161,化学,>,0.262496959238738,不動産業,>,0.159766574209286,輸送用機器,>,0.179151565305342,卸売業,>,0.314599827099442,,,
2635,情報・通信業,<=,0.105307287493488,その他金融業,<=,-0.361552561384375,ガラス・土石製品,<=,-0.017352502880858,機械,<=,0.210695706108605,パルプ・紙,>,-0.0656591099267531,陸運業,>,-0.0684921352512301
