,業種1,不等号1,値1,業種2,不等号2,値2,業種3,不等号3,値3,業種4,不等号4,値4,業種5,不等号5,値5,業種6,不等号6,値6
1188,電気・ガス業,>,-0.0965076111955834,ガラス・土石製品,>,0.343265917931526,パルプ・紙,>,-0.0952251509981459,精密機器,>,-0.107606812399759,陸運業,>,-0.0451386230681885,輸送用機器,<=,0.137727277659019
2772,ガラス・土石製品,>,0.191551853481607,その他製品,>,0.0280463950539113,石油・石炭製品,<=,0.0519555542924256,精密機器,<=,0.0850046647962397,精密機器,<=,0.0653070456642409,,,
2762,電気機器,<=,-0.0347386699162886,その他製品,<=,0.0280463950539113,非鉄金属,>,-0.171628852911803,不動産業,<=,-0.324428932467652,サービス業,>,-0.12460844188612,卸売業,<=,-0.0972894949037656
2761,機械,>,0.0141060544462558,その他製品,<=,0.0280463950539113,非鉄金属,>,-0.171628852911803,海運業,>,0.0873981077226539,サービス業,<=,-0.12460844188612,,,
2753,水産・農林業,>,-0.0134272553180246,その他製品,<=,0.0280463950539113,非鉄金属,<=,-0.171628852911803,パルプ・紙,>,-0.134576246704038,小売業,<=,-0.168531174208169,,,
2752,水産・農林業,>,-0.0134272553180246,その他製品,<=,0.0280463950539113,非鉄金属,<=,-0.171628852911803,パルプ・紙,<=,-0.134576246704038,,,,,,
1211,情報・通信業,<=,-0.0047184248196509,食料品,<=,-0.0649257949486958,金属製品,>,0.0562429638913978,証券・商品先物取引業,<=,0.307433184422303,,,,,,
1161,空運業,>,-0.0347378792329531,建設業,>,-0.182459550691984,電気・ガス業,<=,-0.0965076111955834,電気・ガス業,>,-0.113324319454824,不動産業,<=,0.103339175922241,サービス業,<=,-0.0790922117375734
2749,電気・ガス業,>,-0.112780897784457,水産・農林業,<=,-0.0134272553180246,その他製品,<=,0.0280463950539113,非鉄金属,<=,-0.171628852911803,鉄鋼,>,-0.40062805134505,マーケット,<=,-6.405
2747,電気・ガス業,<=,-0.112780897784457,水産・農林業,<=,-0.0134272553180246,水産・農林業,>,-0.210777476780013,その他製品,<=,0.0280463950539113,非鉄金属,<=,-0.171628852911803,,,
1215,電気機器,>,0.291090214467628,食料品,>,-0.0649257949486958,ガラス・土石製品,<=,0.285152255809835,金属製品,>,0.0562429638913978,証券・商品先物取引業,<=,0.307433184422303,,,
1216,食料品,>,-0.0649257949486958,ガラス・土石製品,>,0.285152255809835,金属製品,>,0.0562429638913978,パルプ・紙,<=,0.158580259161175,証券・商品先物取引業,<=,0.307433184422303,,,
2739,化学,>,0.0122225382872003,建設業,<=,-0.102511747670689,その他金融業,>,-0.0958857806902901,陸運業,>,-0.10081005421948,輸送用機器,<=,0.108613759901731,繊維製品,>,-0.0552168433327657
1218,保険業,<=,0.135538607571393,金属製品,>,0.0562429638913978,証券・商品先物取引業,>,0.307433184422303,海運業,<=,0.180769282651035,海運業,<=,0.142697924787771,海運業,<=,-0.0208253786735112
1220,保険業,<=,0.135538607571393,金属製品,>,0.0562429638913978,証券・商品先物取引業,>,0.307433184422303,海運業,<=,0.180769282651035,海運業,>,0.142697924787771,,,
2733,銀行業,>,-0.107058531433637,化学,<=,0.0122225382872003,医薬品,<=,-0.00715998844951825,精密機器,>,0.132432081824398,陸運業,>,-0.10081005421948,繊維製品,>,-0.0552168433327657
1229,金属製品,>,0.0562429638913978,金属製品,<=,0.295054315973121,精密機器,>,0.295132245572537,証券・商品先物取引業,>,0.307433184422303,海運業,>,0.180769282651035,サービス業,>,0.142757679374515
2726,電気機器,>,-0.0325636789049066,水産・農林業,<=,-0.128755979152984,陸運業,>,-0.10081005421948,繊維製品,<=,-0.0552168433327657,,,,,,
1235,化学,<=,-0.0730357352697433,電気機器,<=,-0.160092482378612,電気・ガス業,>,-0.0681278264358023,機械,<=,0.176823582414255,パルプ・紙,<=,-0.0829432825473058,ゴム製品,<=,-0.369334717471006
2723,電気機器,<=,-0.0325636789049066,非鉄金属,>,-0.189739824783246,陸運業,>,-0.10081005421948,不動産業,<=,-0.323939884705726,繊維製品,<=,-0.0552168433327657,繊維製品,>,-0.192346592408261
1164,空運業,>,-0.0347378792329531,電気・ガス業,<=,-0.0965076111955834,非鉄金属,>,-0.026798715193049,陸運業,<=,-0.0869251622920512,不動産業,<=,0.103339175922241,サービス業,>,-0.0790922117375734
1157,空運業,<=,-0.0347378792329531,電気機器,>,0.0858911889377112,電気・ガス業,<=,-0.0965076111955834,金属製品,<=,0.0426912815091397,医薬品,>,-0.0695898412090061,不動産業,<=,0.103339175922241
1084,空運業,<=,-0.0984659188529436,電気・ガス業,<=,-0.0908872823568345,パルプ・紙,<=,-0.187886843698407,海運業,<=,0.0099100653757414,,,,,,
2851,ガラス・土石製品,<=,-0.0262690826925213,パルプ・紙,<=,-0.0629582703879377,医薬品,<=,-0.0404584478740859,海運業,>,0.120465466276432,鉄鋼,>,-0.0791261447950418,サービス業,>,-0.0980070132011357
2885,水産・農林業,>,-0.0207007937496209,機械,<=,0.143228047233218,パルプ・紙,>,-0.0629582703879377,鉄鋼,>,0.206322325906725,バリュー,>,1.31,,,
1091,空運業,>,-0.0984659188529436,電気・ガス業,<=,-0.0908872823568345,機械,>,-0.294254331589479,海運業,<=,0.0099100653757414,鉄鋼,>,0.165384067287304,輸送用機器,>,0.302945644022441
1092,電気・ガス業,<=,-0.0908872823568345,ガラス・土石製品,<=,0.0742651965665997,パルプ・紙,<=,-0.144891496591367,海運業,>,0.0099100653757414,,,,,,
2878,情報・通信業,>,-0.0545916704834636,水産・農林業,>,0.0882397963954683,保険業,<=,0.0606664865408515,パルプ・紙,>,-0.0629582703879377,精密機器,>,0.0849981794235869,鉄鋼,<=,0.206322325906725
1097,情報・通信業,<=,-0.0636304579892339,電気・ガス業,<=,-0.0908872823568345,ガラス・土石製品,>,0.0742651965665997,機械,>,0.180245462776725,海運業,>,0.0099100653757414,,,
1099,電気・ガス業,>,-0.0908872823568345,非鉄金属,<=,-0.54399683411354,陸運業,<=,-0.103834166513507,証券・商品先物取引業,<=,-0.00738793062509285,鉄鋼,<=,-0.0972629345117303,卸売業,<=,-0.377248552448803
2871,情報・通信業,<=,-0.0545916704834636,電気・ガス業,<=,-0.161896489978062,ガラス・土石製品,>,0.0433517163156985,機械,>,0.0675905466566617,パルプ・紙,>,-0.0629582703879377,鉄鋼,<=,0.206322325906725
2869,建設業,<=,-0.0082300226626028,情報・通信業,<=,-0.0545916704834636,ガラス・土石製品,>,0.0433517163156985,機械,<=,0.0675905466566617,パルプ・紙,>,-0.0629582703879377,鉄鋼,<=,0.206322325906725
1105,電気・ガス業,>,-0.0908872823568345,水産・農林業,>,0.099127426178286,陸運業,>,-0.103834166513507,証券・商品先物取引業,<=,-0.00738793062509285,鉄鋼,<=,-0.0972629345117303,,,
1110,情報・通信業,<=,-0.0675487864252875,電気・ガス業,>,-0.0908872823568345,非鉄金属,>,0.0200216824114867,ゴム製品,<=,0.0720918955766284,証券・商品先物取引業,<=,-0.00738793062509285,鉄鋼,>,-0.0972629345117303
2857,ガラス・土石製品,>,-0.0262690826925213,保険業,<=,-0.119511985200103,その他製品,<=,0.0254991799852771,パルプ・紙,<=,-0.0629582703879377,鉄鋼,>,0.0673357396713879,繊維製品,<=,0.0392028386018826
2853,食料品,<=,-0.0309516801264914,ガラス・土石製品,>,-0.0262690826925213,その他製品,<=,0.0254991799852771,パルプ・紙,<=,-0.0629582703879377,小売業,<=,-0.142089273994763,鉄鋼,<=,0.0673357396713879
1125,電気・ガス業,>,-0.0908872823568345,食料品,>,0.0648764349407424,非鉄金属,>,0.156991857519152,陸運業,<=,0.108471712271031,証券・商品先物取引業,>,-0.00738793062509285,海運業,>,0.380155973089366
2816,電気・ガス業,>,-0.0908872823568345,食料品,<=,-0.113445381502828,パルプ・紙,<=,-0.0852904517776676,精密機器,>,-0.0714252905873579,小売業,<=,-0.145464687274187,海運業,<=,0.107353824364894
1128,医薬品,<=,-0.27205643141562,卸売業,<=,-0.19097347767402,,,,,,,,,,,,
1130,機械,>,-0.0967695367455891,医薬品,>,-0.27205643141562,卸売業,<=,-0.19097347767402,サイズ,<=,0.625,,,,,,
2847,食料品,>,0.0140794474447257,ガラス・土石製品,<=,-0.0262690826925213,パルプ・紙,<=,-0.0629582703879377,海運業,<=,0.120465466276432,鉄鋼,>,-0.0791261447950418,輸送用機器,<=,-0.0830889220675456
1132,医薬品,>,-0.27205643141562,海運業,>,-0.167365972980352,卸売業,<=,-0.19097347767402,サイズ,>,0.625,バリュー,<=,0.935,,,
1135,食料品,<=,-0.147440458413662,精密機器,<=,-0.222882733949768,ゴム製品,<=,-0.246965100540444,海運業,<=,0.194262319063642,卸売業,>,-0.19097347767402,,,
2838,化学,<=,-0.373031616691221,電気機器,<=,-0.198737077560216,ガラス・土石製品,<=,-0.0262690826925213,パルプ・紙,<=,-0.0629582703879377,鉄鋼,<=,-0.0791261447950418,マーケット,<=,-2.87
1139,その他金融業,<=,-0.369538325992992,精密機器,>,-0.222882733949768,海運業,<=,0.194262319063642,卸売業,>,-0.19097347767402,,,,,,
1144,海運業,>,0.194262319063642,輸送用機器,<=,0.1810492039512,卸売業,>,-0.19097347767402,マーケット,<=,3.64,マーケット,<=,-4.475,,,
2833,銀行業,>,-0.207903399996923,電気・ガス業,>,-0.0908872823568345,電気・ガス業,>,0.0878097520707562,パルプ・紙,>,-0.0852904517776676,精密機器,>,0.104280528932608,輸送用機器,<=,0.0906673839613356
2831,銀行業,<=,-0.207903399996923,電気・ガス業,>,-0.0908872823568345,パルプ・紙,>,-0.0852904517776676,精密機器,>,0.104280528932608,輸送用機器,<=,0.0906673839613356,,,
1153,空運業,<=,-0.0347378792329531,電気・ガス業,<=,-0.0965076111955834,鉱業,>,-0.315230513069767,医薬品,<=,-0.0695898412090061,不動産業,<=,0.103339175922241,証券・商品先物取引業,<=,-0.229223031424817
1155,空運業,<=,-0.0347378792329531,銀行業,<=,-0.262183980317806,電気機器,<=,0.0858911889377112,電気・ガス業,<=,-0.0965076111955834,医薬品,>,-0.0695898412090061,不動産業,<=,0.103339175922241
3106,化学,<=,-0.248878497619979,情報・通信業,<=,-0.143788138948804,電気・ガス業,<=,-0.0932044746058517,その他製品,>,-0.23125280885089,,,,,,
3107,化学,>,-0.248878497619979,情報・通信業,<=,-0.143788138948804,電気・ガス業,<=,-0.0932044746058517,その他金融業,<=,-0.152593388686187,パルプ・紙,<=,-0.0512624876675306,バリュー,<=,-0.775
873,水産・農林業,>,-0.0146131128169969,鉱業,>,0.3359176598713,パルプ・紙,>,-0.0790477987577879,鉄鋼,>,0.213373088349012,輸送用機器,<=,0.161549572500913,,,
3331,銀行業,>,0.0727865929566454,電気機器,<=,-0.0596820582903862,その他製品,<=,0.0343591522969987,パルプ・紙,>,-0.071404488213643,小売業,>,-0.169093898370592,輸送用機器,<=,0.0891205516099771
619,電気・ガス業,>,-0.0185255707977267,水産・農林業,>,0.0025636425410454,その他製品,>,0.0956252070610558,パルプ・紙,<=,-0.0650432213661238,鉄鋼,>,0.061643124207318,バリュー,>,-0.685
624,情報・通信業,>,-0.0542603080042949,水産・農林業,>,0.0025636425410454,ガラス・土石製品,>,0.011967962731344,パルプ・紙,>,-0.0650432213661238,精密機器,<=,0.124906811139276,サービス業,<=,-0.115801789780811
3345,水産・農林業,<=,-0.0196798157559524,金属製品,>,0.0459242934178983,非鉄金属,<=,0.209478795652693,パルプ・紙,>,-0.071404488213643,鉄鋼,>,0.189256790682229,輸送用機器,>,0.0891205516099771
3343,水産・農林業,<=,-0.0196798157559524,金属製品,<=,0.0459242934178983,非鉄金属,>,0.144822230426704,パルプ・紙,>,-0.071404488213643,輸送用機器,>,0.0891205516099771,バリュー,>,-0.54
627,電気・ガス業,<=,0.0245904840033676,水産・農林業,>,0.0025636425410454,パルプ・紙,>,-0.0650432213661238,精密機器,>,0.124906811139276,輸送用機器,<=,0.229289450744981,輸送用機器,<=,0.0115134990209546
3339,銀行業,>,-0.264881820380229,電気・ガス業,>,0.0384833417118201,電気・ガス業,<=,0.0387624816720204,その他製品,>,0.0343591522969987,パルプ・紙,>,-0.071404488213643,輸送用機器,<=,0.0891205516099771
631,電気・ガス業,>,0.0245904840033676,水産・農林業,>,0.0025636425410454,パルプ・紙,>,-0.0650432213661238,精密機器,>,0.124906811139276,繊維製品,<=,0.107330731483731,倉庫・運輸関連業,<=,0.0540089093713113
3338,銀行業,>,-0.264881820380229,情報・通信業,>,0.290252558806864,電気・ガス業,<=,0.0384833417118201,その他製品,>,0.0343591522969987,パルプ・紙,>,-0.071404488213643,輸送用機器,<=,0.0891205516099771
3336,銀行業,<=,-0.264881820380229,その他製品,>,0.0343591522969987,パルプ・紙,>,-0.071404488213643,輸送用機器,<=,0.0891205516099771,,,,,,
635,建設業,<=,-0.259834436047376,機械,<=,-0.248906004176212,陸運業,<=,-0.0776413666670336,輸送用機器,<=,-0.442758158223225,倉庫・運輸関連業,<=,-0.251552768082996,,,
3335,電気機器,>,-0.0596820582903862,電気・ガス業,>,0.0641390692019442,その他製品,<=,0.0343591522969987,パルプ・紙,>,-0.071404488213643,サービス業,>,0.0168073128037021,輸送用機器,<=,0.0891205516099771
637,建設業,>,-0.259834436047376,機械,<=,-0.248906004176212,陸運業,<=,-0.0776413666670336,倉庫・運輸関連業,<=,-0.251552768082996,,,,,,
649,保険業,<=,0.0389114684180985,機械,>,-0.248906004176212,陸運業,<=,-0.0776413666670336,小売業,<=,-0.0472035291316209,輸送用機器,>,0.0233299449754393,,,
615,水産・農林業,>,0.0025636425410454,パルプ・紙,<=,-0.0650432213661238,石油・石炭製品,<=,-0.0232617031414093,鉄鋼,>,0.061643124207318,バリュー,<=,-0.685,,,
3322,その他金融業,<=,-0.0407822944108548,水産・農林業,>,-0.00892053232319085,機械,>,-0.10037312710793,パルプ・紙,<=,-0.071404488213643,不動産業,>,-0.102785554673205,倉庫・運輸関連業,<=,-0.0776930999716072
