Date,.TOPX,.IAIRL.T,.IBNKS.T,.ICHEM.T,.ICNST.T,.ICOMS.T,.IELEC.T,.IEPNG.T,.IFINS.T,.IFISH.T,.IFOOD.T,.IGLSS.T,.IINSU.T,.IMCHN.T,.IMETL.T,.IMING.T,.IMISC.T,.INFRO.T,.IPAPR.T,.IPETE.T,.IPHAM.T,.IPRCS.T,.IRAIL.T,.IRETL.T,.IRLTY.T,.IRUBR.T,.ISECU.T,.ISHIP.T,.ISTEL.T,.ISVCS.T,.ITEQP.T,.ITXTL.T,.IWHOL.T,.IWHSE.T,Mkt_RF,SMB,HML,label
2001-06-28,0.0081757832826123,-0.0903672539223419,-0.0829035976460597,0.0517626827171109,0.0768749130374286,-0.0572976369688014,-0.0706782581178249,0.2112357355646354,0.1166686277236408,0.1092474931494476,0.0246752217997463,-0.0500050273150786,-0.0080149858739713,0.0759643749382488,0.1511828382465165,0.0555312317571512,0.0873929573961553,-0.0843953828708773,0.1407432131731198,0.136178139569941,-0.0140691299447031,-0.0318763593954174,0.1084063511440571,0.0198969574784888,0.0266420621648117,0.0352569955966801,0.058175073491671,0.1611879270457847,0.0433645738461085,0.0211359337055632,0.0338879906450055,0.1651685152210757,0.1200868409967272,0.2063044708545558,-1.18,0.29,0.81,other
2001-06-29,0.0054252063433182,-0.0910066087985795,-0.1106001581675991,0.0191328087717934,0.0569085194709155,-0.0181404336375077,-0.0424575225816719,0.1948404833450545,0.1137487013191449,0.0415797403801576,0.0121781489213639,-0.0590375051577736,-0.0137776305486959,0.0623874647790532,0.1151090827837439,0.0512075671003984,0.0679470358041174,-0.0751855127071398,0.1391732848531242,0.1140969761583727,-0.0431533612846181,-0.0305546414196388,0.0772594976669693,0.0116494505215605,0.0201751576836859,0.0136918197094588,0.0327332606422039,0.1552837599177583,0.0276881410625793,0.0318142291217107,0.0286019921436588,0.1328005616817413,0.1012328117591274,0.1907258198583605,1.89,-0.65,-0.83,other
2001-07-02,-0.0133781059055327,-0.0800851621356042,-0.1458648764462219,0.0017772901810202,0.0399029835869493,-0.0564034528041373,-0.0510060101628012,0.1828339258506854,0.1188514621119984,0.0197219808861859,0.0043895782915399,-0.083727889702346,-0.0597757676882996,0.0419450984661866,0.06671599937685,0.0088328516826698,0.0758063498074859,-0.0972823380702493,0.1373856585428259,0.0701226591287669,-0.0470962067693704,-0.0434721922623051,0.065615607536263,-0.0384422325877499,-0.0422552086800239,0.0025381456836823,-0.0100349228248683,0.0993184282542469,0.0020473412609378,0.0184603222942896,0.0346842512848193,0.1015529965128538,0.0823211451737087,0.1475845229553316,-0.59,-0.11,0.68,other
2001-07-03,-0.0185228747258749,-0.1130849955163472,-0.1448047688314653,-0.0011980613189566,0.0157444306526426,-0.0437664224758466,-0.071414486224984,0.1795731419397486,0.1289420947157471,0.0156535648994515,0.012198892180858,-0.0943024081948612,-0.0465635511684953,0.029427551595502,0.0530015948963316,0.0264342089763223,0.0780835439715625,-0.1139438381082309,0.1446404341926728,0.0723071489834015,-0.0563836319991067,-0.0603899901693608,0.0743683922782538,-0.0479878034024636,-0.0335559880082049,-0.0262641766862795,-0.0173000179002011,0.081895239062024,-0.0185088418910371,-0.0018271893307211,0.0394445621718348,0.102761746909759,0.0770425115672452,0.0999634094281707,0.28,-0.42,-0.02,other
2001-07-04,-0.0272195834855681,-0.1367074017007563,-0.1216164131756056,-0.0222806141284284,0.0119887512950811,-0.06859948141285,-0.0938518074487215,0.1909278024065865,0.0948476651034542,0.0048617703748454,0.0003236748750614,-0.1132523258021642,-0.0442368620684525,0.0254768429334997,0.0279858800822816,0.014117091595845,0.0824598585546776,-0.1275084961363939,0.1021073281863054,0.0931550944672823,-0.0581627839058251,-0.0883864125877575,0.0686001630041981,-0.0557166328404368,-0.0017479251727912,-0.0185694110462232,-0.0436328276121665,0.027513611615245,-0.0227058758376252,-0.0244755024928169,0.0482707008071845,0.1008083210707735,0.0458632680259187,0.0845116071790299,-1.23,-0.07,0.72,other
2001-07-05,-0.0060354171377775,-0.127104486807341,-0.0880604409214763,-0.002778518716102,0.0228620798511305,-0.0710245528542358,-0.0716778100447987,0.218774329885441,0.0823341997149325,0.036493362184923,0.0241950297845541,-0.1020912322911183,-0.0315586023616102,0.0403162598831214,0.0643144844902443,0.0457197759707543,0.1043847225242273,-0.1291333677273656,0.1081863899675346,0.1004735683936195,-0.0398962696987831,-0.0697434558941155,0.0835908745010949,-0.025872607968863,0.0451847331632087,0.0428878409837043,-0.0201581589683572,0.0625153163750429,-0.0178827498945591,-0.0020703397945187,0.0865936167083394,0.1044595249636453,0.0662001312130964,0.1202729686888859,-1.23,0.01,0.85,other
2001-07-06,-0.0079848059193606,-0.1274299885078328,-0.0864283675346506,-0.0092388322116084,0.00724049374534,-0.0657444125532036,-0.0799992616588679,0.2123779527559055,0.0746117808074959,0.0176903025510353,0.0176627562883111,-0.087623910088519,-0.0274203083079441,0.0367771189396581,0.0624606175173283,0.011275758277379,0.1289064850359209,-0.1297205119815988,0.0986071191686932,0.0319120509982058,-0.0310448902508965,-0.0678189939794136,0.0881377720991118,-0.0256760171847357,0.0163408590308369,0.0717719676820394,0.0014572161342969,0.0739274420457658,-0.0286552346570397,-0.0084848883480777,0.0801433116100935,0.0774318438457817,0.0554349561053471,0.1186792200991815,-1.82,0.36,0.69,other
2001-07-09,-0.0409303262494866,-0.137853187899527,-0.1064997319373047,-0.0273933325246197,-0.0162277765986971,-0.1195814405702189,-0.1293957836224385,0.1873835507053498,0.040761492158047,0.0021187055579741,0.0071311529134168,-0.1113469953641522,-0.0232346241457858,0.0096559469676216,0.0480665215634652,0.00728626573171,0.108826608440762,-0.1784483088826751,0.0876300795780948,-0.0008468582489575,-0.0465195168087761,-0.0997183383224078,0.0699028225525895,-0.0568131921744645,-0.0161082127682461,0.0496696940584546,-0.082039494767551,0.0421827757729444,-0.0630545434317023,-0.0548809945569905,0.0592038478271377,0.041835969860744,0.0380445963696212,0.0988870902468637,-0.86,-1.02,0.88,other
2001-07-10,-0.0399514343018296,-0.123392430917576,-0.0989300666770041,-0.0308944512515315,-0.014818558247204,-0.1052204813438862,-0.1339265084769406,0.1795342560336439,0.0486364207615934,0.0330658105939005,0.0071568755724191,-0.1469817369239926,-0.0010280961806995,0.0063461433929443,0.0244995935785408,0.0020391611632486,0.1144976964039969,-0.1845721218505177,0.083466919832537,0.0172246318968254,-0.0371538163368027,-0.0958351227281634,0.0638365314737217,-0.0505319148936169,-0.0083162899053242,0.0409597577997522,-0.0645434264174166,0.0228914509878963,-0.0720818815331011,-0.0567724260958205,0.057438937719815,0.0400250523555085,0.037129485179407,0.0975521633095473,0.9,-0.29,-0.58,other
2001-07-11,-0.0551339285714286,-0.147310128462608,-0.1157858784077501,-0.0532404623139753,-0.0268207305610475,-0.1229866817431305,-0.1562632381135388,0.1828296856791662,0.0393849730529431,0.022474513438369,-0.0043884854500809,-0.1487199387500394,-0.0139659255863703,-0.0044247183339023,0.0180234836132913,-0.0352418875005722,0.1183780208845284,-0.2221217461913945,0.0530347490347491,-0.0391526757607554,-0.0494997885614649,-0.1101947327354035,0.0596474845336758,-0.0569020925839609,-0.0379626743287748,0.0206843868137034,-0.072569684276197,0.0345742115922462,-0.1153571334056686,-0.0812011304160489,0.0541055754425539,0.0174396097863114,0.0265967438948027,0.0921374807291193,-0.87,0.52,0.65,other
