Date,.TOPX,.IAIRL.T,.IBNKS.T,.ICHEM.T,.ICNST.T,.ICOMS.T,.IELEC.T,.IEPNG.T,.IFINS.T,.IFISH.T,.IFOOD.T,.IGLSS.T,.IINSU.T,.IMCHN.T,.IMETL.T,.IMING.T,.IMISC.T,.INFRO.T,.IPAPR.T,.IPETE.T,.IPHAM.T,.IPRCS.T,.IRAIL.T,.IRETL.T,.IRLTY.T,.IRUBR.T,.ISECU.T,.ISHIP.T,.ISTEL.T,.ISVCS.T,.ITEQP.T,.ITXTL.T,.IWHOL.T,.IWHSE.T
2001-06-28,0.00817578328261237,-0.0903672539223419,-0.0829035976460597,0.05176268271711093,0.07687491303742866,-0.05729763696880141,-0.07067825811782491,0.21123573556463549,0.11666862772364084,0.1092474931494476,0.02467522179974635,-0.05000502731507861,-0.008014985873971314,0.07596437493824881,0.15118283824651657,0.055531231757151245,0.08739295739615538,-0.08439538287087733,0.14074321317311989,0.13617813956994107,-0.014069129944703107,-0.03187635939541744,0.10840635114405717,0.019896957478488853,0.026642062164811797,0.03525699559668016,0.05817507349167106,0.16118792704578477,0.04336457384610859,0.021135933705563215,0.03388799064500558,0.16516851522107578,0.12008684099672728,0.20630447085455583
2001-06-29,0.005425206343318223,-0.09100660879857958,-0.11060015816759916,0.019132808771793464,0.056908519470915575,-0.018140433637507725,-0.0424575225816719,0.19484048334505455,0.11374870131914494,0.04157974038015766,0.01217814892136393,-0.05903750515777362,-0.013777630548695963,0.062387464779053214,0.11510908278374399,0.05120756710039842,0.06794703580411743,-0.0751855127071398,0.1391732848531242,0.11409697615837278,-0.04315336128461811,-0.030554641419638817,0.07725949766696938,0.011649450521560523,0.02017515768368594,0.013691819709458874,0.03273326064220394,0.15528375991775833,0.02768814106257933,0.031814229121710724,0.028601992143658883,0.13280056168174137,0.10123281175912746,0.19072581985836057
2001-07-02,-0.013378105905532789,-0.08008516213560424,-0.14586487644622192,0.0017772901810202413,0.039902983586949325,-0.05640345280413739,-0.05100601016280126,0.18283392585068547,0.11885146211199848,0.01972198088618593,0.004389578291539964,-0.08372788970234601,-0.05977576768829962,0.04194509846618666,0.06671599937685002,0.008832851682669896,0.0758063498074859,-0.09728233807024933,0.13738565854282592,0.07012265912876692,-0.04709620676937043,-0.04347219226230514,0.06561560753626305,-0.038442232587749925,-0.04225520868002397,0.00253814568368238,-0.010034922824868397,0.09931842825424697,0.0020473412609378627,0.01846032229428962,0.034684251284819334,0.10155299651285388,0.0823211451737087,0.14758452295533164
2001-07-03,-0.018522874725874994,-0.11308499551634721,-0.1448047688314653,-0.0011980613189566114,0.015744430652642638,-0.04376642247584661,-0.07141448622498403,0.1795731419397486,0.12894209471574714,0.015653564899451577,0.012198892180858012,-0.09430240819486124,-0.04656355116849531,0.029427551595502033,0.053001594896331605,0.026434208976322315,0.07808354397156259,-0.11394383810823094,0.1446404341926728,0.07230714898340151,-0.05638363199910679,-0.06038999016936086,0.07436839227825387,-0.04798780340246367,-0.03355598800820492,-0.02626417668627956,-0.017300017900201192,0.081895239062024,-0.018508841891037187,-0.001827189330721124,0.039444562171834896,0.10276174690975903,0.07704251156724529,0.09996340942817072
2001-07-04,-0.02721958348556819,-0.13670740170075635,-0.12161641317560568,-0.02228061412842841,0.011988751295081146,-0.06859948141285,-0.09385180744872157,0.19092780240658658,0.09484766510345422,0.0048617703748454755,0.00032367487506146375,-0.11325232580216427,-0.044236862068452565,0.02547684293349972,0.027985880082281644,0.014117091595845066,0.08245985855467763,-0.12750849613639392,0.10210732818630541,0.09315509446728232,-0.05816278390582519,-0.08838641258775759,0.06860016300419813,-0.05571663284043682,-0.0017479251727912093,-0.018569411046223228,-0.04363282761216658,0.027513611615245015,-0.02270587583762529,-0.024475502492816936,0.04827070080718454,0.10080832107077353,0.04586326802591878,0.08451160717902995
2001-07-05,-0.0060354171377775545,-0.127104486807341,-0.08806044092147636,-0.0027785187161020186,0.022862079851130535,-0.07102455285423581,-0.07167781004479878,0.218774329885441,0.0823341997149325,0.03649336218492305,0.024195029784554123,-0.10209123229111838,-0.03155860236161023,0.040316259883121486,0.06431448449024435,0.045719775970754384,0.10438472252422737,-0.1291333677273656,0.1081863899675346,0.10047356839361954,-0.03989626969878313,-0.06974345589411557,0.08359087450109493,-0.025872607968863037,0.0451847331632087,0.04288784098370435,-0.020158158968357265,0.06251531637504293,-0.01788274989455918,-0.0020703397945187607,0.08659361670833943,0.1044595249636453,0.06620013121309642,0.12027296868888593
2001-07-06,-0.007984805919360682,-0.12742998850783283,-0.08642836753465066,-0.009238832211608483,0.007240493745340082,-0.06574441255320362,-0.07999926165886795,0.21237795275590554,0.07461178080749598,0.01769030255103532,0.017662756288311154,-0.087623910088519,-0.027420308307944175,0.03677711893965818,0.06246061751732834,0.011275758277379033,0.12890648503592095,-0.12972051198159884,0.09860711916869325,0.03191205099820582,-0.031044890250896517,-0.0678189939794136,0.08813777209911189,-0.025676017184735778,0.01634085903083693,0.07177196768203942,0.0014572161342969459,0.07392744204576585,-0.028655234657039785,-0.008484888348077702,0.08014331161009358,0.07743184384578172,0.0554349561053471,0.11867922009918153
2001-07-09,-0.04093032624948667,-0.13785318789952705,-0.10649973193730478,-0.02739333252461973,-0.01622777659869712,-0.11958144057021891,-0.12939578362243853,0.18738355070534984,0.04076149215804703,0.00211870555797411,0.007131152913416816,-0.11134699536415227,-0.02323462414578581,0.00965594696762162,0.04806652156346525,0.007286265731710095,0.10882660844076208,-0.17844830888267516,0.08763007957809488,-0.0008468582489575827,-0.046519516808776196,-0.09971833832240784,0.0699028225525895,-0.056813192174464566,-0.016108212768246144,0.04966969405845467,-0.08203949476755101,0.04218277577294449,-0.06305454343170236,-0.05488099455699058,0.05920384782713772,0.041835969860744004,0.03804459636962121,0.09888709024686371
2001-07-10,-0.03995143430182968,-0.12339243091757601,-0.0989300666770041,-0.030894451251531563,-0.014818558247204017,-0.10522048134388629,-0.13392650847694065,0.17953425603364392,0.04863642076159347,0.03306581059390057,0.007156875572419175,-0.14698173692399263,-0.0010280961806995448,0.00634614339294437,0.024499593578540813,0.0020391611632486484,0.11449769640399698,-0.18457212185051775,0.08346691983253707,0.017224631896825437,-0.0371538163368027,-0.09583512272816341,0.0638365314737217,-0.05053191489361697,-0.008316289905324292,0.04095975779975225,-0.06454342641741662,0.022891450987896356,-0.07208188153310113,-0.05677242609582056,0.05743893771981501,0.04002505235550857,0.03712948517940706,0.0975521633095473
2001-07-11,-0.055133928571428625,-0.14731012846260805,-0.11578587840775012,-0.05324046231397539,-0.0268207305610475,-0.12298668174313054,-0.15626323811353882,0.18282968567916624,0.039384973052943195,0.022474513438369037,-0.00438848545008097,-0.14871993875003942,-0.013965925586370331,-0.004424718333902344,0.018023483613291313,-0.03524188750057222,0.11837802088452842,-0.22212174619139458,0.05303474903474914,-0.03915267576075543,-0.049499788561464975,-0.11019473273540359,0.059647484533675854,-0.05690209258396095,-0.03796267432877487,0.020684386813703437,-0.07256968427619703,0.03457421159224627,-0.11535713340566867,-0.08120113041604893,0.0541055754425539,0.017439609786311427,0.02659674389480271,0.09213748072911931
